dtst,x,y,LAD11NM
clmts,18201,2,Bromley
clmts,18201,2.2,Camden
clmts,18201,1.2,City of London
clmts,18201,4.3,Croydon
clmts,18201,3.5,Ealing
clmts,18201,3.4,Enfield
clmts,18201,3.2,Greenwich
clmts,18201,3.6,Hackney
clmts,18201,3.5,Hammersmith & Fulham
clmts,18201,3.6,Haringey
clmts,18201,2.1,Harrow
clmts,18201,2.5,Havering
clmts,18201,2.2,Hillingdon
clmts,18201,3.5,Hounslow
clmts,18201,3.1,Islington
clmts,18201,2.2,Kensington & Chelsea
clmts,18201,1.8,Kingston upon Thames
clmts,18201,3.6,Lambeth
clmts,18201,3.8,Lewisham
clmts,18201,2.6,Merton
clmts,18201,3.1,Newham
clmts,18201,2.4,Redbridge
clmts,18201,1.7,Richmond upon Thames
clmts,18201,3.7,Southwark
clmts,18201,2.4,Sutton
clmts,18201,3.4,Tower Hamlets
clmts,18201,3.2,Waltham Forest
clmts,18201,2,Wandsworth
clmts,18201,2,Westminster
clmts,18201,2.9,United Kingdom
clmts,18231,4,Barking & Dagenham
clmts,18231,2.5,Barnet
clmts,18231,2.1,Bexley
clmts,18231,3.3,Brent
clmts,18231,2,Bromley
clmts,18231,2.2,Camden
clmts,18231,1.2,City of London
clmts,18231,4.2,Croydon
clmts,18231,3.5,Ealing
clmts,18231,3.4,Enfield
clmts,18231,3.1,Greenwich
clmts,18231,3.7,Hackney
clmts,18231,3.5,Hammersmith & Fulham
clmts,18231,3.6,Haringey
clmts,18231,2.1,Harrow
clmts,18231,2.5,Havering
clmts,18231,2.2,Hillingdon
clmts,18231,3.5,Hounslow
clmts,18231,3.1,Islington
clmts,18231,2.2,Kensington & Chelsea
clmts,18231,1.8,Kingston upon Thames
clmts,18231,3.6,Lambeth
clmts,18231,3.8,Lewisham
clmts,18231,2.6,Merton
clmts,18231,3.1,Newham
clmts,18231,2.5,Redbridge
clmts,18231,1.6,Richmond upon Thames
clmts,18231,3.6,Southwark
clmts,18231,2.4,Sutton
clmts,18231,3.3,Tower Hamlets
clmts,18231,3.3,Waltham Forest
clmts,18231,2,Wandsworth
clmts,18231,2.1,Westminster
clmts,18231,2.9,United Kingdom
clmts,18262,4,Barking & Dagenham
clmts,18262,2.5,Barnet
clmts,18262,2.1,Bexley
clmts,18262,3.3,Brent
clmts,18262,2,Bromley
clmts,18262,2.2,Camden
clmts,18262,1.2,City of London
clmts,18262,4.2,Croydon
clmts,18262,3.5,Ealing
clmts,18262,3.4,Enfield
clmts,18262,3.1,Greenwich
clmts,18262,3.7,Hackney
clmts,18262,3.5,Hammersmith & Fulham
clmts,18262,3.6,Haringey
clmts,18262,2.1,Harrow
clmts,18262,2.5,Havering
clmts,18262,2.2,Hillingdon
clmts,18262,3.5,Hounslow
clmts,18262,3.1,Islington
clmts,18262,2.2,Kensington & Chelsea
clmts,18262,1.9,Kingston upon Thames
clmts,18262,3.6,Lambeth
clmts,18262,3.8,Lewisham
clmts,18262,2.6,Merton
clmts,18262,3.1,Newham
clmts,18262,2.5,Redbridge
clmts,18262,1.6,Richmond upon Thames
clmts,18262,3.6,Southwark
clmts,18262,2.4,Sutton
clmts,18262,3.4,Tower Hamlets
clmts,18262,3.3,Waltham Forest
clmts,18262,2,Wandsworth
clmts,18262,2.1,Westminster
clmts,18262,2.9,United Kingdom
clmts,18293,4.3,Barking & Dagenham
clmts,18293,2.5,Barnet
clmts,18293,2.2,Bexley
clmts,18293,3.5,Brent
clmts,18293,2,Bromley
clmts,18293,2.2,Camden
clmts,18293,1.3,City of London
clmts,18293,4.4,Croydon
clmts,18293,3.6,Ealing
clmts,18293,3.5,Enfield
clmts,18293,3.2,Greenwich
clmts,18293,3.8,Hackney
clmts,18293,3.6,Hammersmith & Fulham
clmts,18293,3.8,Haringey
clmts,18293,2.2,Harrow
clmts,18293,2.6,Havering
clmts,18293,2.4,Hillingdon
clmts,18293,3.7,Hounslow
clmts,18293,3.2,Islington
clmts,18293,2.3,Kensington & Chelsea
clmts,18293,2,Kingston upon Thames
clmts,18293,3.7,Lambeth
clmts,18293,3.9,Lewisham
clmts,18293,2.7,Merton
clmts,18293,3.2,Newham
clmts,18293,2.6,Redbridge
clmts,18293,1.7,Richmond upon Thames
clmts,18293,3.7,Southwark
clmts,18293,2.4,Sutton
clmts,18293,3.5,Tower Hamlets
clmts,18293,3.4,Waltham Forest
clmts,18293,2.1,Wandsworth
clmts,18293,2,Westminster
clmts,18293,3,United Kingdom
clmts,18322,4.3,Barking & Dagenham
clmts,18322,2.6,Barnet
clmts,18322,2.2,Bexley
clmts,18322,3.6,Brent
clmts,18322,2.1,Bromley
clmts,18322,2.3,Camden
clmts,18322,1.4,City of London
clmts,18322,4.4,Croydon
clmts,18322,3.7,Ealing
clmts,18322,3.6,Enfield
clmts,18322,3.3,Greenwich
clmts,18322,3.8,Hackney
clmts,18322,3.5,Hammersmith & Fulham
clmts,18322,3.8,Haringey
clmts,18322,2.2,Harrow
clmts,18322,2.6,Havering
clmts,18322,2.4,Hillingdon
clmts,18322,3.7,Hounslow
clmts,18322,3.2,Islington
clmts,18322,2.3,Kensington & Chelsea
clmts,18322,1.9,Kingston upon Thames
clmts,18322,3.7,Lambeth
clmts,18322,3.9,Lewisham
clmts,18322,2.7,Merton
clmts,18322,3.3,Newham
clmts,18322,2.7,Redbridge
clmts,18322,1.8,Richmond upon Thames
clmts,18322,3.7,Southwark
clmts,18322,2.4,Sutton
clmts,18322,3.5,Tower Hamlets
clmts,18322,3.5,Waltham Forest
clmts,18322,2.2,Wandsworth
clmts,18322,2.1,Westminster
clmts,18322,3,United Kingdom
clmts,18353,6.2,Barking & Dagenham
clmts,18353,4.2,Barnet
clmts,18353,4.1,Bexley
clmts,18353,5.5,Brent
clmts,18353,3.4,Bromley
clmts,18353,3.8,Camden
clmts,18353,2.4,City of London
clmts,18353,6.8,Croydon
clmts,18353,5.5,Ealing
clmts,18353,6,Enfield
clmts,18353,5.3,Greenwich
clmts,18353,6,Hackney
clmts,18353,5.1,Hammersmith & Fulham
clmts,18353,6.3,Haringey
clmts,18353,3.6,Harrow
clmts,18353,5,Havering
clmts,18353,4,Hillingdon
clmts,18353,5.7,Hounslow
clmts,18353,4.8,Islington
clmts,18353,3.5,Kensington & Chelsea
clmts,18353,3,Kingston upon Thames
clmts,18353,5.6,Lambeth
clmts,18353,6,Lewisham
clmts,18353,4.7,Merton
clmts,18353,5.2,Newham
clmts,18353,5.3,Redbridge
clmts,18353,3,Richmond upon Thames
clmts,18353,5.9,Southwark
clmts,18353,4.1,Sutton
clmts,18353,6.1,Tower Hamlets
clmts,18353,6.5,Waltham Forest
clmts,18353,3.5,Wandsworth
clmts,18353,3.3,Westminster
clmts,18353,5.1,United Kingdom
clmts,18383,10,Barking & Dagenham
clmts,18383,6.9,Barnet
clmts,18383,5.9,Bexley
clmts,18383,9.3,Brent
clmts,18383,5.5,Bromley
clmts,18383,5.4,Camden
clmts,18383,3.6,City of London
clmts,18383,8.8,Croydon
clmts,18383,8.9,Ealing
clmts,18383,8.6,Enfield
clmts,18383,7.8,Greenwich
clmts,18383,8.7,Hackney
clmts,18383,7.7,Hammersmith & Fulham
clmts,18383,10.2,Haringey
clmts,18383,6.6,Harrow
clmts,18383,6.7,Havering
clmts,18383,6.6,Hillingdon
clmts,18383,8.4,Hounslow
clmts,18383,6.8,Islington
clmts,18383,5.4,Kensington & Chelsea
clmts,18383,5,Kingston upon Thames
clmts,18383,8.2,Lambeth
clmts,18383,8.9,Lewisham
clmts,18383,7,Merton
clmts,18383,9.3,Newham
clmts,18383,7.6,Redbridge
clmts,18383,4.4,Richmond upon Thames
clmts,18383,8,Southwark
clmts,18383,5.8,Sutton
clmts,18383,8,Tower Hamlets
clmts,18383,9.4,Waltham Forest
clmts,18383,5.6,Wandsworth
clmts,18383,5,Westminster
clmts,18383,6.4,United Kingdom
clmts,18414,9.7,Barking & Dagenham
clmts,18414,6.8,Barnet
clmts,18414,5.5,Bexley
clmts,18414,9.7,Brent
clmts,18414,5.3,Bromley
clmts,18414,5.4,Camden
clmts,18414,3.3,City of London
clmts,18414,8.7,Croydon
clmts,18414,9.1,Ealing
clmts,18414,8.6,Enfield
clmts,18414,7.7,Greenwich
clmts,18414,8.6,Hackney
clmts,18414,7.7,Hammersmith & Fulham
clmts,18414,10.1,Haringey
clmts,18414,6.7,Harrow
clmts,18414,6.2,Havering
clmts,18414,6.6,Hillingdon
clmts,18414,8.4,Hounslow
clmts,18414,6.8,Islington
clmts,18414,5.5,Kensington & Chelsea
clmts,18414,4.9,Kingston upon Thames
clmts,18414,8.2,Lambeth
clmts,18414,8.7,Lewisham
clmts,18414,6.9,Merton
clmts,18414,9.4,Newham
clmts,18414,7.6,Redbridge
clmts,18414,4.4,Richmond upon Thames
clmts,18414,8,Southwark
clmts,18414,5.4,Sutton
clmts,18414,8,Tower Hamlets
clmts,18414,9.1,Waltham Forest
clmts,18414,5.6,Wandsworth
clmts,18414,5.1,Westminster
clmts,18414,6.2,United Kingdom
clmts,18444,10,Barking & Dagenham
clmts,18444,7,Barnet
clmts,18444,5.7,Bexley
clmts,18444,9.8,Brent
clmts,18444,5.5,Bromley
clmts,18444,5.5,Camden
clmts,18444,3.8,City of London
clmts,18444,8.8,Croydon
clmts,18444,9.2,Ealing
clmts,18444,8.6,Enfield
clmts,18444,7.9,Greenwich
clmts,18444,8.9,Hackney
clmts,18444,7.8,Hammersmith & Fulham
clmts,18444,10.2,Haringey
clmts,18444,6.7,Harrow
clmts,18444,6.4,Havering
clmts,18444,6.8,Hillingdon
clmts,18444,8.6,Hounslow
clmts,18444,7,Islington
clmts,18444,5.6,Kensington & Chelsea
clmts,18444,5.1,Kingston upon Thames
clmts,18444,8.4,Lambeth
clmts,18444,8.9,Lewisham
clmts,18444,7,Merton
clmts,18444,9.5,Newham
clmts,18444,7.7,Redbridge
clmts,18444,4.6,Richmond upon Thames
clmts,18444,8.2,Southwark
clmts,18444,5.5,Sutton
clmts,18444,8.2,Tower Hamlets
clmts,18444,9.3,Waltham Forest
clmts,18444,5.7,Wandsworth
clmts,18444,5.2,Westminster
clmts,18444,6.3,United Kingdom
clmts,18475,10.3,Barking & Dagenham
clmts,18475,7.2,Barnet
clmts,18475,5.8,Bexley
clmts,18475,9.9,Brent
clmts,18475,5.6,Bromley
clmts,18475,5.7,Camden
clmts,18475,3.9,City of London
clmts,18475,9.2,Croydon
clmts,18475,9.4,Ealing
clmts,18475,8.7,Enfield
clmts,18475,8.1,Greenwich
clmts,18475,9.1,Hackney
clmts,18475,7.9,Hammersmith & Fulham
clmts,18475,10.4,Haringey
clmts,18475,6.9,Harrow
clmts,18475,6.6,Havering
clmts,18475,7,Hillingdon
clmts,18475,8.8,Hounslow
clmts,18475,7.1,Islington
clmts,18475,5.8,Kensington & Chelsea
clmts,18475,5.3,Kingston upon Thames
clmts,18475,8.6,Lambeth
clmts,18475,9.2,Lewisham
clmts,18475,7.3,Merton
clmts,18475,9.7,Newham
clmts,18475,7.9,Redbridge
clmts,18475,4.8,Richmond upon Thames
clmts,18475,8.4,Southwark
clmts,18475,5.8,Sutton
clmts,18475,8.4,Tower Hamlets
clmts,18475,9.6,Waltham Forest
clmts,18475,5.8,Wandsworth
clmts,18475,5.3,Westminster
clmts,18475,6.4,United Kingdom
clmts,18506,10.1,Barking & Dagenham
clmts,18506,7.3,Barnet
clmts,18506,5.7,Bexley
clmts,18506,10.1,Brent
clmts,18506,5.6,Bromley
clmts,18506,5.7,Camden
clmts,18506,3.8,City of London
clmts,18506,9.2,Croydon
clmts,18506,9.6,Ealing
clmts,18506,8.8,Enfield
clmts,18506,8.2,Greenwich
clmts,18506,9.2,Hackney
clmts,18506,8,Hammersmith & Fulham
clmts,18506,10.6,Haringey
clmts,18506,7,Harrow
clmts,18506,6.6,Havering
clmts,18506,7.1,Hillingdon
clmts,18506,9,Hounslow
clmts,18506,7.2,Islington
clmts,18506,5.8,Kensington & Chelsea
clmts,18506,5.3,Kingston upon Thames
clmts,18506,8.7,Lambeth
clmts,18506,9.4,Lewisham
clmts,18506,7.3,Merton
clmts,18506,9.9,Newham
clmts,18506,7.8,Redbridge
clmts,18506,4.9,Richmond upon Thames
clmts,18506,8.6,Southwark
clmts,18506,5.8,Sutton
clmts,18506,8.5,Tower Hamlets
clmts,18506,9.7,Waltham Forest
clmts,18506,5.9,Wandsworth
clmts,18506,5.4,Westminster
clmts,18506,6.4,United Kingdom
clmts,18536,9.9,Barking & Dagenham
clmts,18536,7.1,Barnet
clmts,18536,5.5,Bexley
clmts,18536,10.1,Brent
clmts,18536,5.3,Bromley
clmts,18536,5.6,Camden
clmts,18536,3.6,City of London
clmts,18536,9,Croydon
clmts,18536,9.4,Ealing
clmts,18536,8.6,Enfield
clmts,18536,8,Greenwich
clmts,18536,9,Hackney
clmts,18536,7.9,Hammersmith & Fulham
clmts,18536,10.4,Haringey
clmts,18536,6.9,Harrow
clmts,18536,6.3,Havering
clmts,18536,7,Hillingdon
clmts,18536,9,Hounslow
clmts,18536,7.2,Islington
clmts,18536,5.7,Kensington & Chelsea
clmts,18536,5.1,Kingston upon Thames
clmts,18536,8.6,Lambeth
clmts,18536,9.2,Lewisham
clmts,18536,7,Merton
clmts,18536,9.8,Newham
clmts,18536,7.6,Redbridge
clmts,18536,4.7,Richmond upon Thames
clmts,18536,8.4,Southwark
clmts,18536,5.5,Sutton
clmts,18536,8.5,Tower Hamlets
clmts,18536,9.5,Waltham Forest
clmts,18536,5.7,Wandsworth
clmts,18536,5.4,Westminster
clmts,18536,6.1,United Kingdom
clmts,18567,10.6,Barking & Dagenham
clmts,18567,7.4,Barnet
clmts,18567,5.7,Bexley
clmts,18567,10.6,Brent
clmts,18567,5.7,Bromley
clmts,18567,5.9,Camden
clmts,18567,3.8,City of London
clmts,18567,9.4,Croydon
clmts,18567,9.9,Ealing
clmts,18567,9.1,Enfield
clmts,18567,8.3,Greenwich
clmts,18567,9.3,Hackney
clmts,18567,8.3,Hammersmith & Fulham
clmts,18567,11.1,Haringey
clmts,18567,7.2,Harrow
clmts,18567,6.5,Havering
clmts,18567,7.4,Hillingdon
clmts,18567,9.5,Hounslow
clmts,18567,7.5,Islington
clmts,18567,5.9,Kensington & Chelsea
clmts,18567,5.2,Kingston upon Thames
clmts,18567,8.9,Lambeth
clmts,18567,9.6,Lewisham
clmts,18567,7.3,Merton
clmts,18567,10.5,Newham
clmts,18567,8.1,Redbridge
clmts,18567,4.8,Richmond upon Thames
clmts,18567,8.9,Southwark
clmts,18567,5.7,Sutton
clmts,18567,8.9,Tower Hamlets
clmts,18567,10,Waltham Forest
clmts,18567,5.9,Wandsworth
clmts,18567,5.6,Westminster
clmts,18567,6.3,United Kingdom
clmts,18597,10.7,Barking & Dagenham
clmts,18597,7.4,Barnet
clmts,18597,5.8,Bexley
clmts,18597,10.6,Brent
clmts,18597,5.6,Bromley
clmts,18597,5.9,Camden
clmts,18597,4,City of London
clmts,18597,9.3,Croydon
clmts,18597,9.9,Ealing
clmts,18597,9.3,Enfield
clmts,18597,8.3,Greenwich
clmts,18597,9.4,Hackney
clmts,18597,8.3,Hammersmith & Fulham
clmts,18597,11.3,Haringey
clmts,18597,7.2,Harrow
clmts,18597,6.5,Havering
clmts,18597,7.3,Hillingdon
clmts,18597,9.5,Hounslow
clmts,18597,7.6,Islington
clmts,18597,6,Kensington & Chelsea
clmts,18597,5.2,Kingston upon Thames
clmts,18597,9,Lambeth
clmts,18597,9.5,Lewisham
clmts,18597,7.3,Merton
clmts,18597,10.8,Newham
clmts,18597,8.1,Redbridge
clmts,18597,4.8,Richmond upon Thames
clmts,18597,8.8,Southwark
clmts,18597,5.7,Sutton
clmts,18597,8.9,Tower Hamlets
clmts,18597,10.2,Waltham Forest
clmts,18597,6,Wandsworth
clmts,18597,5.8,Westminster
clmts,18597,NA,United Kingdom
clmts,17471,2.1,London
clmts,17501,2.1,London
clmts,17532,2.1,London
clmts,17563,2.1,London
clmts,17591,2.1,London
clmts,17622,2.1,London
clmts,17652,2.1,London
clmts,17683,2.1,London
clmts,17713,2.1,London
clmts,17744,2.2,London
clmts,17775,2.2,London
clmts,17805,2.3,London
clmts,17836,2.3,London
clmts,17866,2.4,London
clmts,17897,2.4,London
clmts,17928,2.5,London
clmts,17956,2.5,London
clmts,17987,2.6,London
clmts,18017,2.7,London
clmts,18048,2.7,London
clmts,18078,2.8,London
clmts,18109,2.8,London
clmts,18140,2.9,London
clmts,18170,2.9,London
clmts,18201,3,London
clmts,18231,3,London
clmts,18262,3,London
clmts,18293,3,London
clmts,18322,3.1,London
clmts,18353,5,London
clmts,18383,7.6,London
clmts,18414,7.5,London
clmts,18444,7.7,London
clmts,18475,7.9,London
clmts,18506,7.9,London
clmts,18536,7.8,London
clmts,18567,8.1,London
clmts,18597,8.2,London
