dataset,xwhich,xvarchar,xvardt,yval,yvllb,text
daqi,2,,17167,3,,
daqi,2,,17168,2,,
daqi,2,,17169,3,,
daqi,2,,17170,3,,
daqi,2,,17171,4,,
daqi,2,,17172,4,,
daqi,2,,17173,2,,
daqi,2,,17174,3,,
daqi,2,,17175,3,,
daqi,2,,17176,3,,
daqi,2,,17177,3,,
daqi,2,,17178,3,,
daqi,2,,17179,3,,
daqi,2,,17180,2,,
daqi,2,,17181,2,,
daqi,2,,17182,3,,
daqi,2,,17183,3,,
daqi,2,,17184,6,,
daqi,2,,17185,5,,
daqi,2,,17186,3,,
daqi,2,,17187,4,,
daqi,2,,17188,10,,
daqi,2,,17189,10,,
daqi,2,,17190,7,,
daqi,2,,17191,4,,
daqi,2,,17192,6,,
daqi,2,,17193,7,,
daqi,2,,17194,3,,
daqi,2,,17195,3,,
daqi,2,,17196,3,,
daqi,2,,17197,3,,
daqi,2,,17198,3,,
daqi,2,,17199,3,,
daqi,2,,17200,3,,
daqi,2,,17201,3,,
daqi,2,,17202,2,,
daqi,2,,17203,3,,
daqi,2,,17204,3,,
daqi,2,,17205,3,,
daqi,2,,17206,3,,
daqi,2,,17207,5,,
daqi,2,,17208,5,,
daqi,2,,17209,5,,
daqi,2,,17210,6,,
daqi,2,,17211,4,,
daqi,2,,17212,3,,
daqi,2,,17213,3,,
daqi,2,,17214,3,,
daqi,2,,17215,3,,
daqi,2,,17216,3,,
daqi,2,,17217,3,,
daqi,2,,17218,3,,
daqi,2,,17219,3,,
daqi,2,,17220,3,,
daqi,2,,17221,3,,
daqi,2,,17222,3,,
daqi,2,,17223,3,,
daqi,2,,17224,3,,
daqi,2,,17225,3,,
daqi,2,,17226,3,,
daqi,2,,17227,3,,
daqi,2,,17228,3,,
daqi,2,,17229,3,,
daqi,2,,17230,3,,
daqi,2,,17231,3,,
daqi,2,,17232,3,,
daqi,2,,17233,3,,
daqi,2,,17234,3,,
daqi,2,,17235,3,,
daqi,2,,17236,3,,
daqi,2,,17237,3,,
daqi,2,,17238,3,,
daqi,2,,17239,3,,
daqi,2,,17240,3,,
daqi,2,,17241,3,,
daqi,2,,17242,3,,
daqi,2,,17243,3,,
daqi,2,,17244,3,,
daqi,2,,17245,3,,
daqi,2,,17246,3,,
daqi,2,,17247,3,,
daqi,2,,17248,2,,
daqi,2,,17249,3,,
daqi,2,,17250,3,,
daqi,2,,17251,3,,
daqi,2,,17252,4,,
daqi,2,,17253,5,,
daqi,2,,17254,3,,
daqi,2,,17255,3,,
daqi,2,,17256,3,,
daqi,2,,17257,3,,
daqi,2,,17258,3,,
daqi,2,,17259,3,,
daqi,2,,17260,3,,
daqi,2,,17261,3,,
daqi,2,,17262,3,,
daqi,2,,17263,3,,
daqi,2,,17264,4,,
daqi,2,,17265,4,,
daqi,2,,17266,3,,
daqi,2,,17267,3,,
daqi,2,,17268,3,,
daqi,2,,17269,3,,
daqi,2,,17270,3,,
daqi,2,,17271,3,,
daqi,2,,17272,3,,
daqi,2,,17273,3,,
daqi,2,,17274,3,,
daqi,2,,17275,3,,
daqi,2,,17276,3,,
daqi,2,,17277,3,,
daqi,2,,17278,3,,
daqi,2,,17279,3,,
daqi,2,,17280,3,,
daqi,2,,17281,3,,
daqi,2,,17282,2,,
daqi,2,,17283,3,,
daqi,2,,17284,3,,
daqi,2,,17285,3,,
daqi,2,,17286,3,,
daqi,2,,17287,3,,
daqi,2,,17288,3,,
daqi,2,,17289,3,,
daqi,2,,17290,3,,
daqi,2,,17291,3,,
daqi,2,,17292,3,,
daqi,2,,17293,3,,
daqi,2,,17294,3,,
daqi,2,,17295,3,,
daqi,2,,17296,3,,
daqi,2,,17297,4,,
daqi,2,,17298,3,,
daqi,2,,17299,3,,
daqi,2,,17300,3,,
daqi,2,,17301,3,,
daqi,2,,17302,3,,
daqi,2,,17303,3,,
daqi,2,,17304,3,,
daqi,2,,17305,3,,
daqi,2,,17306,3,,
daqi,2,,17307,3,,
daqi,2,,17308,4,,
daqi,2,,17309,3,,
daqi,2,,17310,3,,
daqi,2,,17311,3,,
daqi,2,,17312,4,,
daqi,2,,17313,3,,
daqi,2,,17314,3,,
daqi,2,,17315,3,,
daqi,2,,17316,3,,
daqi,2,,17317,3,,
daqi,2,,17318,3,,
daqi,2,,17319,4,,
daqi,2,,17320,3,,
daqi,2,,17321,3,,
daqi,2,,17322,3,,
daqi,2,,17323,3,,
daqi,2,,17324,4,,
daqi,2,,17325,4,,
daqi,2,,17326,3,,
daqi,2,,17327,3,,
daqi,2,,17328,3,,
daqi,2,,17329,3,,
daqi,2,,17330,3,,
daqi,2,,17331,4,,
daqi,2,,17332,3,,
daqi,2,,17333,3,,
daqi,2,,17334,3,,
daqi,2,,17335,5,,
daqi,2,,17336,6,,
daqi,2,,17337,4,,
daqi,2,,17338,7,,
daqi,2,,17339,6,,
daqi,2,,17340,3,,
daqi,2,,17341,2,,
daqi,2,,17342,2,,
daqi,2,,17343,3,,
daqi,2,,17344,3,,
daqi,2,,17345,2,,
daqi,2,,17346,4,,
daqi,2,,17347,2,,
daqi,2,,17348,3,,
daqi,2,,17349,3,,
daqi,2,,17350,3,,
daqi,2,,17351,3,,
daqi,2,,17352,4,,
daqi,2,,17353,5,,
daqi,2,,17354,4,,
daqi,2,,17355,3,,
daqi,2,,17356,4,,
daqi,2,,17357,3,,
daqi,2,,17358,3,,
daqi,2,,17359,2,,
daqi,2,,17360,4,,
daqi,2,,17361,3,,
daqi,2,,17362,3,,
daqi,2,,17363,2,,
daqi,2,,17364,3,,
daqi,2,,17365,4,,
daqi,2,,17366,3,,
daqi,2,,17367,3,,
daqi,2,,17368,3,,
daqi,2,,17369,2,,
daqi,2,,17370,2,,
daqi,2,,17371,2,,
daqi,2,,17372,3,,
daqi,2,,17373,3,,
daqi,2,,17374,3,,
daqi,2,,17375,2,,
daqi,2,,17376,3,,
daqi,2,,17377,2,,
daqi,2,,17378,3,,
daqi,2,,17379,3,,
daqi,2,,17380,2,,
daqi,2,,17381,2,,
daqi,2,,17382,3,,
daqi,2,,17383,2,,
daqi,2,,17384,3,,
daqi,2,,17385,2,,
daqi,2,,17386,2,,
daqi,2,,17387,2,,
daqi,2,,17388,2,,
daqi,2,,17389,3,,
daqi,2,,17390,2,,
daqi,2,,17391,3,,
daqi,2,,17392,3,,
daqi,2,,17393,3,,
daqi,2,,17394,3,,
daqi,2,,17395,3,,
daqi,2,,17396,2,,
daqi,2,,17397,2,,
daqi,2,,17398,2,,
daqi,2,,17399,2,,
daqi,2,,17400,2,,
daqi,2,,17401,3,,
daqi,2,,17402,2,,
daqi,2,,17403,3,,
daqi,2,,17404,3,,
daqi,2,,17405,3,,
daqi,2,,17406,4,,
daqi,2,,17407,3,,
daqi,2,,17408,2,,
daqi,2,,17409,2,,
daqi,2,,17410,2,,
daqi,2,,17411,3,,
daqi,2,,17412,3,,
daqi,2,,17413,2,,
daqi,2,,17414,3,,
daqi,2,,17415,2,,
daqi,2,,17416,3,,
daqi,2,,17417,3,,
daqi,2,,17418,2,,
daqi,2,,17419,2,,
daqi,2,,17420,3,,
daqi,2,,17421,3,,
daqi,2,,17422,3,,
daqi,2,,17423,2,,
daqi,2,,17424,3,,
daqi,2,,17425,2,,
daqi,2,,17426,2,,
daqi,2,,17427,2,,
daqi,2,,17428,3,,
daqi,2,,17429,3,,
daqi,2,,17430,3,,
daqi,2,,17431,3,,
daqi,2,,17432,2,,
daqi,2,,17433,3,,
daqi,2,,17434,4,,
daqi,2,,17435,4,,
daqi,2,,17436,5,,
daqi,2,,17437,3,,
daqi,2,,17438,3,,
daqi,2,,17439,2,,
daqi,2,,17440,2,,
daqi,2,,17441,4,,
daqi,2,,17442,2,,
daqi,2,,17443,3,,
daqi,2,,17444,2,,
daqi,2,,17445,2,,
daqi,2,,17446,2,,
daqi,2,,17447,2,,
daqi,2,,17448,3,,
daqi,2,,17449,2,,
daqi,2,,17450,3,,
daqi,2,,17451,3,,
daqi,2,,17452,2,,
daqi,2,,17453,2,,
daqi,2,,17454,3,,
daqi,2,,17455,3,,
daqi,2,,17456,3,,
daqi,2,,17457,3,,
daqi,2,,17458,3,,
daqi,2,,17459,3,,
daqi,2,,17460,3,,
daqi,2,,17461,3,,
daqi,2,,17462,2,,
daqi,2,,17463,2,,
daqi,2,,17464,3,,
daqi,2,,17465,2,,
daqi,2,,17466,3,,
daqi,2,,17467,2,,
daqi,2,,17468,2,,
daqi,2,,17469,3,,
daqi,2,,17470,3,,
daqi,2,,17471,3,,
daqi,2,,17472,4,,
daqi,2,,17473,5,,
daqi,2,,17474,3,,
daqi,2,,17475,2,,
daqi,2,,17476,3,,
daqi,2,,17477,3,,
daqi,2,,17478,2,,
daqi,2,,17479,2,,
daqi,2,,17480,2,,
daqi,2,,17481,2,,
daqi,2,,17482,2,,
daqi,2,,17483,2,,
daqi,2,,17484,3,,
daqi,2,,17485,3,,
daqi,2,,17486,2,,
daqi,2,,17487,3,,
daqi,2,,17488,2,,
daqi,2,,17489,2,,
daqi,2,,17490,3,,
daqi,2,,17491,3,,
daqi,2,,17492,3,,
daqi,2,,17493,4,,
daqi,2,,17494,3,,
daqi,2,,17495,2,,
daqi,2,,17496,3,,
daqi,2,,17497,2,,
daqi,2,,17498,2,,
daqi,2,,17499,3,,
daqi,2,,17500,2,,
daqi,2,,17501,2,,
daqi,2,,17502,3,,
daqi,2,,17503,2,,
daqi,2,,17504,2,,
daqi,2,,17505,3,,
daqi,2,,17506,4,,
daqi,2,,17507,2,,
daqi,2,,17508,2,,
daqi,2,,17509,3,,
daqi,2,,17510,2,,
daqi,2,,17511,3,,
daqi,2,,17512,3,,
daqi,2,,17513,3,,
daqi,2,,17514,3,,
daqi,2,,17515,2,,
daqi,2,,17516,2,,
daqi,2,,17517,2,,
daqi,2,,17518,3,,
daqi,2,,17519,3,,
daqi,2,,17520,3,,
daqi,2,,17521,3,,
daqi,2,,17522,2,,
daqi,2,,17523,2,,
daqi,2,,17524,2,,
daqi,2,,17525,3,,
daqi,2,,17526,3,,
daqi,2,,17527,3,,
daqi,2,,17528,3,,
daqi,2,,17529,3,,
daqi,2,,17530,3,,
daqi,2,,17531,3,,
daqi,2,,17532,3,,
daqi,2,,17533,3,,
daqi,2,,17534,3,,
daqi,2,,17535,4,,
daqi,2,,17536,3,,
daqi,2,,17537,2,,
daqi,2,,17538,2,,
daqi,2,,17539,2,,
daqi,2,,17540,3,,
daqi,2,,17541,3,,
daqi,2,,17542,3,,
daqi,2,,17543,3,,
daqi,2,,17544,2,,
daqi,2,,17545,3,,
daqi,2,,17546,3,,
daqi,2,,17547,3,,
daqi,2,,17548,3,,
daqi,2,,17549,3,,
daqi,2,,17550,3,,
daqi,2,,17551,2,,
daqi,2,,17552,3,,
daqi,2,,17553,3,,
daqi,2,,17554,3,,
daqi,2,,17555,4,,
daqi,2,,17556,3,,
daqi,2,,17557,3,,
daqi,2,,17558,2,,
daqi,2,,17559,2,,
daqi,2,,17560,3,,
daqi,2,,17561,3,,
daqi,2,,17562,4,,
daqi,2,,17563,3,,
daqi,2,,17564,3,,
daqi,2,,17565,3,,
daqi,2,,17566,2,,
daqi,2,,17567,2,,
daqi,2,,17568,4,,
daqi,2,,17569,3,,
daqi,2,,17570,3,,
daqi,2,,17571,2,,
daqi,2,,17572,3,,
daqi,2,,17573,3,,
daqi,2,,17574,3,,
daqi,2,,17575,3,,
daqi,2,,17576,3,,
daqi,2,,17577,3,,
daqi,2,,17578,3,,
daqi,2,,17579,3,,
daqi,2,,17580,3,,
daqi,2,,17581,3,,
daqi,2,,17582,2,,
daqi,2,,17583,4,,
daqi,2,,17584,3,,
daqi,2,,17585,2,,
daqi,2,,17586,3,,
daqi,2,,17587,2,,
daqi,2,,17588,3,,
daqi,2,,17589,3,,
daqi,2,,17590,3,,
daqi,2,,17591,3,,
daqi,2,,17592,4,,
daqi,2,,17593,9,,
daqi,2,,17594,2,,
daqi,2,,17595,3,,
daqi,2,,17596,4,,
daqi,2,,17597,3,,
daqi,2,,17598,3,,
daqi,2,,17599,3,,
daqi,2,,17600,3,,
daqi,2,,17601,3,,
daqi,2,,17602,3,,
daqi,2,,17603,3,,
daqi,2,,17604,3,,
daqi,2,,17605,3,,
daqi,2,,17606,3,,
daqi,2,,17607,2,,
daqi,2,,17608,2,,
daqi,2,,17609,3,,
daqi,2,,17610,3,,
daqi,2,,17611,3,,
daqi,2,,17612,3,,
daqi,2,,17613,3,,
daqi,2,,17614,3,,
daqi,2,,17615,3,,
daqi,2,,17616,3,,
daqi,2,,17617,3,,
daqi,2,,17618,3,,
daqi,2,,17619,3,,
daqi,2,,17620,2,,
daqi,2,,17621,2,,
daqi,2,,17622,2,,
daqi,2,,17623,3,,
daqi,2,,17624,3,,
daqi,2,,17625,3,,
daqi,2,,17626,3,,
daqi,2,,17627,3,,
daqi,2,,17628,3,,
daqi,2,,17629,3,,
daqi,2,,17630,3,,
daqi,2,,17631,3,,
daqi,2,,17632,5,,
daqi,2,,17633,4,,
daqi,2,,17634,3,,
daqi,2,,17635,4,,
daqi,2,,17636,3,,
daqi,2,,17637,3,,
daqi,2,,17638,3,,
daqi,2,,17639,4,,
daqi,2,,17640,5,,
daqi,2,,17641,3,,
daqi,2,,17642,4,,
daqi,2,,17643,4,,
daqi,2,,17644,3,,
daqi,2,,17645,3,,
daqi,2,,17646,3,,
daqi,2,,17647,3,,
daqi,2,,17648,3,,
daqi,2,,17649,3,,
daqi,2,,17650,3,,
daqi,2,,17651,3,,
daqi,2,,17652,3,,
daqi,2,,17653,3,,
daqi,2,,17654,4,,
daqi,2,,17655,3,,
daqi,2,,17656,4,,
daqi,2,,17657,5,,
daqi,2,,17658,5,,
daqi,2,,17659,5,,
daqi,2,,17660,4,,
daqi,2,,17661,3,,
daqi,2,,17662,3,,
daqi,2,,17663,3,,
daqi,2,,17664,3,,
daqi,2,,17665,3,,
daqi,2,,17666,4,,
daqi,2,,17667,3,,
daqi,2,,17668,3,,
daqi,2,,17669,3,,
daqi,2,,17670,3,,
daqi,2,,17671,3,,
daqi,2,,17672,3,,
daqi,2,,17673,4,,
daqi,2,,17674,4,,
daqi,2,,17675,4,,
daqi,2,,17676,3,,
daqi,2,,17677,5,,
daqi,2,,17678,4,,
daqi,2,,17679,3,,
daqi,2,,17680,3,,
daqi,2,,17681,3,,
daqi,2,,17682,3,,
daqi,2,,17683,4,,
daqi,2,,17684,3,,
daqi,2,,17685,3,,
daqi,2,,17686,3,,
daqi,2,,17687,3,,
daqi,2,,17688,4,,
daqi,2,,17689,3,,
daqi,2,,17690,3,,
daqi,2,,17691,3,,
daqi,2,,17692,3,,
daqi,2,,17693,4,,
daqi,2,,17694,2,,
daqi,2,,17695,3,,
daqi,2,,17696,3,,
daqi,2,,17697,3,,
daqi,2,,17698,3,,
daqi,2,,17699,2,,
daqi,2,,17700,3,,
daqi,2,,17701,3,,
daqi,2,,17702,3,,
daqi,2,,17703,3,,
daqi,2,,17704,3,,
daqi,2,,17705,3,,
daqi,2,,17706,4,,
daqi,2,,17707,6,,
daqi,2,,17708,4,,
daqi,2,,17709,3,,
daqi,2,,17710,4,,
daqi,2,,17711,3,,
daqi,2,,17712,4,,
daqi,2,,17713,6,,
daqi,2,,17714,5,,
daqi,2,,17715,4,,
daqi,2,,17716,4,,
daqi,2,,17717,5,,
daqi,2,,17718,5,,
daqi,2,,17719,5,,
daqi,2,,17720,4,,
daqi,2,,17721,3,,
daqi,2,,17722,2,,
daqi,2,,17723,3,,
daqi,2,,17724,3,,
daqi,2,,17725,4,,
daqi,2,,17726,4,,
daqi,2,,17727,5,,
daqi,2,,17728,4,,
daqi,2,,17729,3,,
daqi,2,,17730,3,,
daqi,2,,17731,3,,
daqi,2,,17732,3,,
daqi,2,,17733,6,,
daqi,2,,17734,4,,
daqi,2,,17735,3,,
daqi,2,,17736,4,,
daqi,2,,17737,4,,
daqi,2,,17738,6,,
daqi,2,,17739,4,,
daqi,2,,17740,3,,
daqi,2,,17741,2,,
daqi,2,,17742,2,,
daqi,2,,17743,3,,
daqi,2,,17744,3,,
daqi,2,,17745,3,,
daqi,2,,17746,5,,
daqi,2,,17747,3,,
daqi,2,,17748,3,,
daqi,2,,17749,5,,
daqi,2,,17750,4,,
daqi,2,,17751,3,,
daqi,2,,17752,2,,
daqi,2,,17753,2,,
daqi,2,,17754,2,,
daqi,2,,17755,2,,
daqi,2,,17756,2,,
daqi,2,,17757,2,,
daqi,2,,17758,2,,
daqi,2,,17759,3,,
daqi,2,,17760,3,,
daqi,2,,17761,2,,
daqi,2,,17762,2,,
daqi,2,,17763,3,,
daqi,2,,17764,2,,
daqi,2,,17765,3,,
daqi,2,,17766,2,,
daqi,2,,17767,2,,
daqi,2,,17768,2,,
daqi,2,,17769,2,,
daqi,2,,17770,2,,
daqi,2,,17771,2,,
daqi,2,,17772,2,,
daqi,2,,17773,2,,
daqi,2,,17774,3,,
daqi,2,,17775,3,,
daqi,2,,17776,3,,
daqi,2,,17777,4,,
daqi,2,,17778,3,,
daqi,2,,17779,3,,
daqi,2,,17780,3,,
daqi,2,,17781,2,,
daqi,2,,17782,2,,
daqi,2,,17783,3,,
daqi,2,,17784,3,,
daqi,2,,17785,2,,
daqi,2,,17786,2,,
daqi,2,,17787,3,,
daqi,2,,17788,3,,
daqi,2,,17789,3,,
daqi,2,,17790,3,,
daqi,2,,17791,3,,
daqi,2,,17792,3,,
daqi,2,,17793,2,,
daqi,2,,17794,3,,
daqi,2,,17795,3,,
daqi,2,,17796,3,,
daqi,2,,17797,2,,
daqi,2,,17798,2,,
daqi,2,,17799,3,,
daqi,2,,17800,3,,
daqi,2,,17801,3,,
daqi,2,,17802,2,,
daqi,2,,17803,3,,
daqi,2,,17804,3,,
daqi,2,,17805,3,,
daqi,2,,17806,3,,
daqi,2,,17807,3,,
daqi,2,,17808,3,,
daqi,2,,17809,4,,
daqi,2,,17810,3,,
daqi,2,,17811,3,,
daqi,2,,17812,3,,
daqi,2,,17813,3,,
daqi,2,,17814,5,,
daqi,2,,17815,3,,
daqi,2,,17816,3,,
daqi,2,,17817,3,,
daqi,2,,17818,2,,
daqi,2,,17819,2,,
daqi,2,,17820,2,,
daqi,2,,17821,3,,
daqi,2,,17822,2,,
daqi,2,,17823,3,,
daqi,2,,17824,3,,
daqi,2,,17825,2,,
daqi,2,,17826,2,,
daqi,2,,17827,2,,
daqi,2,,17828,3,,
daqi,2,,17829,3,,
daqi,2,,17830,2,,
daqi,2,,17831,2,,
daqi,2,,17832,2,,
daqi,2,,17833,2,,
daqi,2,,17834,2,,
daqi,2,,17835,3,,
daqi,2,,17836,2,,
daqi,2,,17837,3,,
daqi,2,,17838,2,,
daqi,2,,17839,3,,
daqi,2,,17840,5,,
daqi,2,,17841,3,,
daqi,2,,17842,3,,
daqi,2,,17843,3,,
daqi,2,,17844,3,,
daqi,2,,17845,2,,
daqi,2,,17846,2,,
daqi,2,,17847,3,,
daqi,2,,17848,3,,
daqi,2,,17849,2,,
daqi,2,,17850,3,,
daqi,2,,17851,2,,
daqi,2,,17852,3,,
daqi,2,,17853,2,,
daqi,2,,17854,2,,
daqi,2,,17855,2,,
daqi,2,,17856,3,,
daqi,2,,17857,5,,
daqi,2,,17858,4,,
daqi,2,,17859,3,,
daqi,2,,17860,2,,
daqi,2,,17861,2,,
daqi,2,,17862,2,,
daqi,2,,17863,2,,
daqi,2,,17864,3,,
daqi,2,,17865,3,,
daqi,2,,17866,2,,
daqi,2,,17867,2,,
daqi,2,,17868,3,,
daqi,2,,17869,3,,
daqi,2,,17870,3,,
daqi,2,,17871,2,,
daqi,2,,17872,3,,
daqi,2,,17873,3,,
daqi,2,,17874,3,,
daqi,2,,17875,2,,
daqi,2,,17876,3,,
daqi,2,,17877,2,,
daqi,2,,17878,2,,
daqi,2,,17879,3,,
daqi,2,,17880,2,,
daqi,2,,17881,2,,
daqi,2,,17882,3,,
daqi,2,,17883,2,,
daqi,2,,17884,3,,
daqi,2,,17885,3,,
daqi,2,,17886,2,,
daqi,2,,17887,2,,
daqi,2,,17888,2,,
daqi,2,,17889,2,,
daqi,2,,17890,3,,
daqi,2,,17891,2,,
daqi,2,,17892,5,,
daqi,2,,17893,3,,
daqi,2,,17894,2,,
daqi,2,,17895,2,,
daqi,2,,17896,2,,
daqi,2,,17897,2,,
daqi,2,,17898,2,,
daqi,2,,17899,2,,
daqi,2,,17900,3,,
daqi,2,,17901,3,,
daqi,2,,17902,2,,
daqi,2,,17903,2,,
daqi,2,,17904,3,,
daqi,2,,17905,2,,
daqi,2,,17906,3,,
daqi,2,,17907,2,,
daqi,2,,17908,2,,
daqi,2,,17909,2,,
daqi,2,,17910,3,,
daqi,2,,17911,2,,
daqi,2,,17912,2,,
daqi,2,,17913,2,,
daqi,2,,17914,3,,
daqi,2,,17915,2,,
daqi,2,,17916,3,,
daqi,2,,17917,4,,
daqi,2,,17918,2,,
daqi,2,,17919,2,,
daqi,2,,17920,3,,
daqi,2,,17921,3,,
daqi,2,,17922,3,,
daqi,2,,17923,3,,
daqi,2,,17924,2,,
daqi,2,,17925,3,,
daqi,2,,17926,2,,
daqi,2,,17927,3,,
daqi,2,,17928,2,,
daqi,2,,17929,3,,
daqi,2,,17930,2,,
daqi,2,,17931,2,,
daqi,2,,17932,2,,
daqi,2,,17933,3,,
daqi,2,,17934,3,,
daqi,2,,17935,3,,
daqi,2,,17936,3,,
daqi,2,,17937,3,,
daqi,2,,17938,2,,
daqi,2,,17939,3,,
daqi,2,,17940,3,,
daqi,2,,17941,5,,
daqi,2,,17942,5,,
daqi,2,,17943,3,,
daqi,2,,17944,3,,
daqi,2,,17945,2,,
daqi,2,,17946,3,,
daqi,2,,17947,3,,
daqi,2,,17948,3,,
daqi,2,,17949,3,,
daqi,2,,17950,4,,
daqi,2,,17951,5,,
daqi,2,,17952,6,,
daqi,2,,17953,8,,
daqi,2,,17954,8,,
daqi,2,,17955,3,,
daqi,2,,17956,3,,
daqi,2,,17957,3,,
daqi,2,,17958,3,,
daqi,2,,17959,3,,
daqi,2,,17960,3,,
daqi,2,,17961,3,,
daqi,2,,17962,3,,
daqi,2,,17963,3,,
daqi,2,,17964,3,,
daqi,2,,17965,3,,
daqi,2,,17966,3,,
daqi,2,,17967,3,,
daqi,2,,17968,3,,
daqi,2,,17969,3,,
daqi,2,,17970,3,,
daqi,2,,17971,3,,
daqi,2,,17972,3,,
daqi,2,,17973,3,,
daqi,2,,17974,2,,
daqi,2,,17975,2,,
daqi,2,,17976,3,,
daqi,2,,17977,2,,
daqi,2,,17978,3,,
daqi,2,,17979,3,,
daqi,2,,17980,3,,
daqi,2,,17981,3,,
daqi,2,,17982,3,,
daqi,2,,17983,3,,
daqi,2,,17984,5,,
daqi,2,,17985,6,,
daqi,2,,17986,3,,
daqi,2,,17987,3,,
daqi,2,,17988,3,,
daqi,2,,17989,3,,
daqi,2,,17990,3,,
daqi,2,,17991,3,,
daqi,2,,17992,3,,
daqi,2,,17993,5,,
daqi,2,,17994,5,,
daqi,2,,17995,3,,
daqi,2,,17996,3,,
daqi,2,,17997,3,,
daqi,2,,17998,3,,
daqi,2,,17999,3,,
daqi,2,,18000,3,,
daqi,2,,18001,4,,
daqi,2,,18002,6,,
daqi,2,,18003,6,,
daqi,2,,18004,6,,
daqi,2,,18005,5,,
daqi,2,,18006,5,,
daqi,2,,18007,6,,
daqi,2,,18008,8,,
daqi,2,,18009,5,,
daqi,2,,18010,3,,
daqi,2,,18011,3,,
daqi,2,,18012,3,,
daqi,2,,18013,3,,
daqi,2,,18014,3,,
daqi,2,,18015,3,,
daqi,2,,18016,3,,
daqi,2,,18017,3,,
daqi,2,,18018,3,,
daqi,2,,18019,3,,
daqi,2,,18020,3,,
daqi,2,,18021,3,,
daqi,2,,18022,3,,
daqi,2,,18023,3,,
daqi,2,,18024,3,,
daqi,2,,18025,2,,
daqi,2,,18026,3,,
daqi,2,,18027,3,,
daqi,2,,18028,3,,
daqi,2,,18029,3,,
daqi,2,,18030,3,,
daqi,2,,18031,4,,
daqi,2,,18032,4,,
daqi,2,,18033,3,,
daqi,2,,18034,3,,
daqi,2,,18035,3,,
daqi,2,,18036,3,,
daqi,2,,18037,3,,
daqi,2,,18038,4,,
daqi,2,,18039,4,,
daqi,2,,18040,3,,
daqi,2,,18041,3,,
daqi,2,,18042,2,,
daqi,2,,18043,3,,
daqi,2,,18044,3,,
daqi,2,,18045,3,,
daqi,2,,18046,3,,
daqi,2,,18047,2,,
daqi,2,,18048,3,,
daqi,2,,18049,3,,
daqi,2,,18050,3,,
daqi,2,,18051,3,,
daqi,2,,18052,3,,
daqi,2,,18053,3,,
daqi,2,,18054,3,,
daqi,2,,18055,3,,
daqi,2,,18056,3,,
daqi,2,,18057,2,,
daqi,2,,18058,2,,
daqi,2,,18059,2,,
daqi,2,,18060,3,,
daqi,2,,18061,3,,
daqi,2,,18062,3,,
daqi,2,,18063,2,,
daqi,2,,18064,3,,
daqi,2,,18065,3,,
daqi,2,,18066,3,,
daqi,2,,18067,2,,
daqi,2,,18068,3,,
daqi,2,,18069,3,,
daqi,2,,18070,4,,
daqi,2,,18071,3,,
daqi,2,,18072,3,,
daqi,2,,18073,3,,
daqi,2,,18074,3,,
daqi,2,,18075,3,,
daqi,2,,18076,5,,
daqi,2,,18077,5,,
daqi,2,,18078,3,,
daqi,2,,18079,3,,
daqi,2,,18080,3,,
daqi,2,,18081,3,,
daqi,2,,18082,4,,
daqi,2,,18083,3,,
daqi,2,,18084,2,,
daqi,2,,18085,3,,
daqi,2,,18086,3,,
daqi,2,,18087,3,,
daqi,2,,18088,3,,
daqi,2,,18089,3,,
daqi,2,,18090,3,,
daqi,2,,18091,2,,
daqi,2,,18092,2,,
daqi,2,,18093,3,,
daqi,2,,18094,4,,
daqi,2,,18095,3,,
daqi,2,,18096,2,,
daqi,2,,18097,2,,
daqi,2,,18098,2,,
daqi,2,,18099,2,,
daqi,2,,18100,5,,
daqi,2,,18101,5,,
daqi,2,,18102,6,,
daqi,2,,18103,3,,
daqi,2,,18104,2,,
daqi,2,,18105,2,,
daqi,2,,18106,3,,
daqi,2,,18107,3,,
daqi,2,,18108,2,,
daqi,2,,18109,4,,
daqi,2,,18110,3,,
daqi,2,,18111,3,,
daqi,2,,18112,3,,
daqi,2,,18113,3,,
daqi,2,,18114,3,,
daqi,2,,18115,2,,
daqi,2,,18116,3,,
daqi,2,,18117,2,,
daqi,2,,18118,3,,
daqi,2,,18119,3,,
daqi,2,,18120,2,,
daqi,2,,18121,3,,
daqi,2,,18122,2,,
daqi,2,,18123,2,,
daqi,2,,18124,2,,
daqi,2,,18125,2,,
daqi,2,,18126,2,,
daqi,2,,18127,2,,
daqi,2,,18128,3,,
daqi,2,,18129,3,,
daqi,2,,18130,3,,
daqi,2,,18131,3,,
daqi,2,,18132,5,,
daqi,2,,18133,5,,
daqi,2,,18134,5,,
daqi,2,,18135,6,,
daqi,2,,18136,3,,
daqi,2,,18137,3,,
daqi,2,,18138,3,,
daqi,2,,18139,3,,
daqi,2,,18140,3,,
daqi,2,,18141,3,,
daqi,2,,18142,3,,
daqi,2,,18143,2,,
daqi,2,,18144,3,,
daqi,2,,18145,3,,
daqi,2,,18146,2,,
daqi,2,,18147,3,,
daqi,2,,18148,2,,
daqi,2,,18149,3,,
daqi,2,,18150,2,,
daqi,2,,18151,2,,
daqi,2,,18152,2,,
daqi,2,,18153,2,,
daqi,2,,18154,2,,
daqi,2,,18155,2,,
daqi,2,,18156,3,,
daqi,2,,18157,2,,
daqi,2,,18158,3,,
daqi,2,,18159,3,,
daqi,2,,18160,3,,
daqi,2,,18161,2,,
daqi,2,,18162,2,,
daqi,2,,18163,2,,
